LASTNAME,FIRSTNAME,MIDDLENAME,NAMESUFFIX,RADDNUMBER,RHALFCODE,RPREDIRECTION,RSTREETNAME,RPOSTDIRECTION,RAPARTMENTTYPE,RAPARTMENT,RADDRNONSTD,RCITY,RZIP5,RZIP4,MAILADD1,MAILADD2,MAILADD3,MAILADD4,DOB,GENDER,ENROLLMENT,OTHERPARTY,COUNTYCODE,ED,LD,TOWNCITY,WARD,CD,SD,AD,LASTVOTERDATE,PREVYEARVOTED,PREVCOUNTY,PREVADDRESS,PREVNAME,COUNTYVRNUMBER,REGDATE,VRSOURCE,IDREQUIRED,IDMET,STATUS,REASONCODE,INACT_DATE,PURGE_DATE,SBOEID,voterhistory
RIVERA,MARVIN,B,SR,24,,,WELLS NECK,,,,,ENDICOTT,13901,,,,,,19141127,M,DEM,OTH,04,14,2,City Binghamton,15,19,52,121,20000517,,,,,7938606,19831225,AGCY,Y,Y,A,,,,NYc8509dea-6c08-,2000 Primary Election(P)
JENKINS,JEFFREY,,,357,,,WILLIAMS LOCKS,,,,,JOHNSON CITY,13903,,,,,,19360526,M,BLK,,04,25,12,City Binghamton,2,19,52,123,20030613,,,,,4430403,19810428,MAIL,N,Y,A,,,,NY52a57a1b-cce2-,2005 General Election(P)
MAYER,CLINTON,T,,970,,,FLOYD PLAZA,,APT,,,VESTAL,13795,,,,,,19870426,M,BLK,,04,26,7,Union,11,19,52,124,20171127,,,,,6194745,20180404,CBOE,Y,Y,A,,,,NY6c807387-99c4-,2024 Primary Election(M);2024 General Election(P);2022 Primary Election(P);2022 General Election(E);2020 Primary Election(A);2020 General Election(A);2018 General Election(O)
JENKINS,CYNTHIA,,,3685,,,KRISTA PASS,,APT,,,ENDWELL,13904,,,,,,19220104,F,REP,,04,10,5,Union,1,19,52,124,20040627,,,,,8135658,19991112,MAIL,N,N,A,,,,NY5704d249-c8a0-,2025 General Election(P);2024 Presidential Primary Election(P);2022 Primary Election(P);2021 General Election(A);2020 General Election(A);2020 Primary Election(P);2018 General Election(P);2018 Primary Election(P);2017 General Election(P);2016 Presidential Primary Election(E);2016 General Election(P);2014 Primary Election(P);2012 General Election(P);2010 General Election(P);2007 General Election(P);2006 General Election(A);2005 General Election(P);2002 General Election(P);2002 Primary Election(E);2001 General Election(P);2000 Presidential Primary Election(P);2000 General Election(E);2000 Primary Election(P)
RODRIGUEZ,DUSTIN,,,3374,,,MICHAEL GROVE,,,,,ENDWELL,13905,,,,,,19470928,F,DEM,,04,31,7,Vestal,9,19,52,124,20151212,,,,,7731271,19950519,AGCY,Y,Y,A,,,,NY2b661221-03f9-,2022 Primary Election(A);2014 General Election(P);2010 Primary Election(P);2003 General Election(P)
LARSEN,ANTHONY,,,3699,,,GARNER DRIVE,,,,,JOHNSON CITY,13904,,,,,,19180903,M,BLK,,04,20,8,Maine,12,19,52,123,20170711,,,,,1247941,19930712,AGCY,Y,N,A,,,,NY7ea4ae8c-5776-,2008 General Election(P);2006 Primary Election(E);2000 General Election(P)
GARCIA,TRAVIS,,,969,,,JOSEPH MEWS,,APT,,,BINGHAMTON,13904,,,,,,19520306,F,BLK,,04,14,4,Windsor,2,19,52,124,20081209,,,,,5884314,20080928,AGCY,N,Y,A,,,,NY2a4df1fc-aa00-,2024 Primary Election(P);2024 General Election(P);2024 Presidential Primary Election(E);2022 General Election(P);2022 Primary Election(P);2020 Presidential Primary Election(A);2020 General Election(P);2020 Primary Election(P);2018 General Election(P);2018 Primary Election(P);2016 Presidential Primary Election(E);2016 General Election(P);2016 Primary Election(A);2014 Primary Election(P);2014 General Election(P);2012 Primary Election(E);2012 Presidential Primary Election(A);2012 General Election(P);2010 General Election(A);2008 General Election(P);2008 Primary Election(P);2008 Presidential Primary Election(P)
WILSON,PATRICK,,,3095,,,SANTANA LOCKS,,,1,,VESTAL,13903,,,,,,19340217,M,DEM,,04,10,12,Lisle,10,19,52,124,20200419,,,,,1686514,20000423,DMV,N,Y,A,,,,NY22fc89d7-fe36-,2025 General Election(M);2024 General Election(A);2022 Primary Election(M);2022 General Election(P);2021 General Election(P);2020 General Election(E);2019 General Election(P);2018 General Election(A);2018 Primary Election(A);2017 General Election(A);2016 General Election(P);2016 Presidential Primary Election(P);2016 Primary Election(P);2015 General Election(P);2014 Primary Election(P);2013 General Election(P);2012 General Election(P);2012 Presidential Primary Election(F);2012 Primary Election(P);2011 General Election(P);2010 General Election(P);2009 General Election(P);2008 General Election(A);2008 Presidential Primary Election(P);2008 Primary Election(P);2004 General Election(A);2004 Presidential Primary Election(P);2001 General Election(E);2000 General Election(A)
WILLIAMS,JONATHAN,,,3956,,,JEFFREY THROUGHWAY,,APT,,,JOHNSON CITY,13905,,,,,,19700201,M,OTH,,04,20,5,Maine,4,19,52,124,20000920,,,,,2504018,20150615,CBOE,N,N,A,,,,NY4d0a3ed1-f831-,2025 Primary Election(P);2025 General Election(P);2023 General Election(P);2023 Primary Election(P);2023 General Election(P);2021 General Election(A);2019 General Election(P);2019 Primary Election(F);2019 General Election(P);2017 Primary Election(P);2017 General Election(P);2017 General Election(P);2015 General Election(P);2015 General Election(A)
CARTER,CAROLYN,B,,2814,,,BARRY TRAFFICWAY,,,4,,BINGHAMTON,13904,,,,,,19231009,F,DEM,,04,12,4,Windsor,2,19,52,123,20090923,,,,,5158896,19840813,AGCY,Y,Y,A,,,,NYca9b9636-d10e-,2012 Primary Election(A);2006 General Election(A);2001 General Election(O)
JIMENEZ,BRUCE,,,561,,,VICTOR FALLS,,,1,,BINGHAMTON,13905,,,,,,19650915,F,DEM,,04,8,8,Kirkwood,6,19,52,121,20181222,,,,,3273812,20240212,DMV,N,Y,A,,20241019,,NY646f40ca-ea04-,2024 Presidential Primary Election(P);2024 General Election(P);2024 Primary Election(P)
HORTON,MARIA,,III,2421,,,JEREMY SKYWAY,,,,,BINGHAMTON,13904,,,,,,19360901,F,REP,OTH,04,25,13,Union,1,19,52,124,20200113,,,,,4202233,20030403,DMV,N,N,A,,,,NYd477fc22-79a5-,2025 General Election(F);2025 Primary Election(P);2025 General Election(P);2023 General Election(P);2023 Primary Election(A);2023 General Election(D);2021 General Election(A);2021 General Election(P);2019 Primary Election(P);2019 General Election(A);2017 General Election(A);2017 General Election(P);2015 General Election(P);2015 Primary Election(E);2015 General Election(P);2013 General Election(P);2013 Primary Election(A);2013 General Election(P);2011 General Election(P);2009 General Election(E);2009 Primary Election(O);2007 Primary Election(P);2007 General Election(P);2007 General Election(P);2005 General Election(A);2005 General Election(P);2003 General Election(P);2003 General Election(A)
IRWIN,JAMES,,,3858,,,JESSICA TURNPIKE,,,,,VESTAL,13901,,,,,,19690615,F,REP,,04,22,6,City Binghamton,10,19,52,124,20130413,,,,,2967975,20130204,AGCY,Y,N,A,,,,NYcd5e5594-ab7f-,2013 General Election(P);2013 Primary Election(P)
TAYLOR,DAVID,,,3645,,,VICTOR LOCKS,,,,,BINGHAMTON,13850,,,,,,19300408,F,DEM,,04,23,6,Union,1,19,52,124,20240214,,,,,6641864,19950222,DMV,Y,N,A,MAIL-CHECK,,,NYb0c75965-cd13-,2024 General Election(P);2023 General Election(P);2022 Primary Election(A);2022 General Election(A);2020 General Election(A);2020 Presidential Primary Election(P);2012 Primary Election(P);2012 Presidential Primary Election(A);2011 General Election(A);2010 General Election(A);2008 Presidential Primary Election(P);2008 Primary Election(P);2008 General Election(P);2007 General Election(P);2006 Primary Election(T);2004 General Election(E);2002 General Election(P);2002 Primary Election(P);2001 General Election(P);2000 General Election(P)
SNOW,BRANDON,,,2017,,,VILLA PLAIN,,APT,,,BINGHAMTON,13901,,,,,,19750827,M,BLK,,04,10,1,Town Binghamton,1,19,52,121,20080607,,,,,9574798,20190124,AGCY,Y,Y,A,,,,NY20397678-d7f2-,2025 General Election(A);2023 General Election(A);2021 General Election(P);2019 General Election(O);2019 General Election(P)
GARCIA,WENDY,,III,3794,,,JENNIFER PORTS,,,,,BINGHAMTON,13905,,,,,,19900407,M,DEM,,04,6,14,Conklin,4,19,52,123,20020620,,,,,8961084,20090515,AGCY,Y,N,A,,,,NYac704b29-2518-,2025 General Election(E);2023 Primary Election(P);2017 General Election(P);2017 General Election(A);2015 General Election(P);2015 Primary Election(A);2013 Primary Election(P);2009 General Election(P);2009 Primary Election(M)
COCHRAN,AMY,,,1579,,,MATTHEWS DRIVE,,APT,,,VESTAL,13795,,,,,,19350102,F,REP,,04,1,9,Windsor,6,19,52,124,20180412,,,,,1545312,20150305,MAIL,Y,N,A,,,,NY7e6448db-55e7-,2025 General Election(P)
ALLEN,LAURA,,,1310,,,KNIGHT SPUR,,,,,VESTAL,13795,,,,,,19441015,M,OTH,,04,35,14,Union,14,19,52,121,20190502,,,,,4966246,19830606,MAIL,N,Y,A,,,,NY51a87852-807c-,2016 General Election(P)
MEADOWS,ALEC,,,2622,,,DIXON SPURS,,,,,ENDICOTT,13903,,,,,,19920101,M,DEM,OTH,04,21,11,Conklin,9,19,52,124,20020225,,,,,1206547,20210101,DMV,Y,Y,A,,,,NYd99639de-18b5-,2025 General Election(P)
GRAHAM,JOHN,,,2458,,,LORI VALLEY,,,,,BINGHAMTON,13760,,,,,,19630608,M,DEM,,04,20,10,Conklin,11,19,52,124,20070807,,,,,9568609,19820712,AGCY,N,N,A,,,,NYcd6b326f-1586-,2024 Presidential Primary Election(P)
CHARLES,STACIE,,SR,917,,,VASQUEZ COURSE,,,,,ENDICOTT,13903,,,,,,19540321,F,REP,,04,30,2,Town Binghamton,1,19,52,121,20120918,,,,,7032694,20131225,AGCY,N,Y,A,,,,NY24bb4809-d2f4-,2019 General Election(A);2017 General Election(P)
RHODES,ERIC,,III,2906,,,MARK GLEN,,,,,ENDICOTT,13795,,,,,,19600402,F,REP,,04,21,3,Maine,2,19,52,123,20090127,,,,,3428992,19991005,MAIL,N,Y,A,,20161116,,NY8c3a81e1-e2b6-,2020 Presidential Primary Election(A);2017 General Election(D);2016 Primary Election(A);2007 General Election(P);2006 Primary Election(A);2004 General Election(P);2002 General Election(P);2000 General Election(E)
WEAVER,JESUS,,,3086,,,SHARON JUNCTION,,,10,,ENDICOTT,13903,,,,,,19810914,M,REP,,04,21,13,City Binghamton,14,19,52,123,20161106,,,,,5895964,20000407,AGCY,N,N,A,,,,NY02ebfd7d-1ce7-,2006 Primary Election(P)
MOORE,JOSHUA,,,1082,,,GREGORY EXTENSION,,,,,ENDICOTT,13905,,,,,,19520904,M,DEM,LBT,04,22,13,Maine,2,19,52,121,20041011,,,,,2998302,20020622,MAIL,N,Y,I,MAIL-CHECK,,,NY108f03ce-f819-,2010 General Election(P)
JOHNSON,JULIE,,,2180,,,STANTON GREEN,,,,,ENDICOTT,13903,,,,,,19380314,F,DEM,,04,27,4,Town Binghamton,15,19,52,121,20150527,,,,,3626474,19970419,DMV,N,N,A,,,,NY77a5f10e-9799-,2025 General Election(P);2023 General Election(P);2022 Primary Election(P);2021 General Election(E);2019 General Election(P);2017 General Election(E);2016 General Election(P);2015 General Election(P);2013 General Election(T);2012 General Election(P);2006 Primary Election(P);2004 Presidential Primary Election(E);2004 Primary Election(P);2002 Primary Election(P);2002 General Election(P);2001 General Election(A);2000 General Election(M);2000 Presidential Primary Election(A)
GARCIA,MICHAEL,D,,18,,,MICHAEL RUN,,,,,VESTAL,13905,,,,,,19280926,F,REP,IND,04,21,2,Town Binghamton,3,19,52,121,20141006,,,,,3502686,20081116,AGCY,N,N,A,,,,NYcf01867b-bcc3-,2022 Primary Election(M);2020 Presidential Primary Election(E);2020 Primary Election(P);2014 General Election(P)
ROBERTS,ASHLEY,C,,394,,,CONLEY KNOLL,,,,,JOHNSON CITY,13901,,,,,,19470413,F,BLK,,04,25,2,Chenango,7,19,52,123,20020923,,,,,6173860,19940705,DMV,Y,N,A,,20200208,,NY6d0ba0d6-f663-,2007 General Election(A)
REYES,CHRISTOPHER,,,2258,,,LOPEZ GLENS,,APT,,,ENDWELL,13790,,,,,,19860107,M,REP,,04,23,4,City Binghamton,7,19,52,124,20080425,,,,,3575446,20050405,MAIL,N,N,A,,,,NY87cd61ce-6f75-,2025 General Election(P);2025 Primary Election(P);2025 General Election(P);2023 General Election(P);2017 General Election(P);2013 General Election(P);2009 General Election(P);2005 Primary Election(E)
BROWN,MARCUS,,,1469,,,WALSH BYPASS,,,,,BINGHAMTON,13901,,,,,,19520222,M,DEM,GRE,04,17,11,Kirkwood,10,19,52,123,20100607,,,,,5404058,20120205,AGCY,N,Y,A,,,,NY5bd8650f-d7ac-,2024 Presidential Primary Election(P);2024 Primary Election(P);2024 General Election(P);2022 Primary Election(P);2022 General Election(P);2020 Presidential Primary Election(A);2020 General Election(A);2020 Primary Election(A);2018 Primary Election(P);2018 General Election(P);2016 Presidential Primary Election(P);2016 General Election(M);2016 Primary Election(P);2014 Primary Election(P);2014 General Election(P);2012 Presidential Primary Election(P);2012 General Election(P)
GONZALEZ,ANDREW,C,III,740,,,RHODES PORTS,,,,,ENDICOTT,13795,,,,,,19491118,F,REP,,04,8,14,Chenango,4,19,52,121,20220106,,,,,9782826,20170202,CBOE,N,N,A,,,,NYc82ca551-c5f9-,2025 Primary Election(A);2023 General Election(M);2021 General Election(A);2019 General Election(A);2019 General Election(P);2017 Primary Election(P);2017 General Election(P)
CARLSON,JAMES,,,2155,,,MAYER COURTS,,,,,JOHNSON CITY,13850,,,,,,19560319,M,BLK,,04,32,9,Windsor,8,19,52,124,20190628,,,,,4139832,19910406,MAIL,N,N,A,,,,NY53925583-092e-,2024 Presidential Primary Election(P);2024 General Election(E);2023 General Election(P);2022 General Election(P);2022 Primary Election(A);2020 Primary Election(P);2019 General Election(E);2018 General Election(P);2016 General Election(A);2015 General Election(P);2014 General Election(P);2013 General Election(M);2012 Primary Election(P);2012 Presidential Primary Election(P);2011 General Election(P);2010 General Election(P);2008 General Election(P);2008 Presidential Primary Election(P);2007 General Election(P);2005 General Election(P);2002 General Election(P);2001 General Election(P);2000 Presidential Primary Election(P);2000 Primary Election(P)
SMITH,MATTHEW,,JR,2834,,,JONATHAN TRACE,,,,,ENDICOTT,13760,,,,,,19810202,F,OTH,,04,27,6,Colesville,7,19,52,121,20161010,,,,,2919787,20010316,DMV,N,N,I,,,,NYbaea6869-278c-,2009 Primary Election(P)
RANDALL,SHAUN,,,708,,,KARI FORD,,APT,,,ENDICOTT,13901,,,,,,19420523,M,BLK,,04,6,13,Colesville,9,19,52,123,20130919,,,,,4774868,19960303,CBOE,N,N,A,,,,NY667147b0-2342-,2023 General Election(A);2000 General Election(A);2000 Primary Election(P)
JOHNSON,MARK,,,1339,,,ERIN VIA,,,,,JOHNSON CITY,13795,,,,,,19430417,F,REP,,04,31,12,Chenango,6,19,52,123,20080706,,,,,1249565,20180605,AGCY,N,Y,A,,,,NY45737eeb-c55d-,2020 General Election(A)
PENA,LISA,,III,2121,,,SCHMIDT LIGHT,,,,,BINGHAMTON,13905,,,,,,19720608,F,DEM,,04,26,10,City Binghamton,4,19,52,124,20040812,,,,,9628952,20081116,MAIL,N,Y,A,,,,NY88b0c6fd-3aa3-,2024 Presidential Primary Election(P);2024 Primary Election(P);2018 Primary Election(E)
HICKS,PHILIP,,III,2460,,,DAKOTA SHOAL,,,,,JOHNSON CITY,13850,,,,,,19320724,F,REP,,04,5,9,Windsor,3,19,52,121,20170826,,,,,9946800,20001210,DMV,N,N,A,,,,NYa0137b6b-677e-,2023 General Election(P);2020 General Election(M);2016 General Election(P);2006 Primary Election(P);2004 Presidential Primary Election(P)
COOK,JESSICA,,,236,,,CHRISTOPHER LOOP,,,,,JOHNSON CITY,13901,,,,,,19430420,F,DEM,,04,15,2,Conklin,12,19,52,123,20130114,,,,,5497210,19950620,CBOE,N,N,A,,20181214,,NY35ec320a-4e6b-,2017 General Election(P);2012 Presidential Primary Election(P);2010 General Election(P);2004 Presidential Primary Election(E)
HERMAN,GARY,A,,568,,,CAROL CANYON,,,,,BINGHAMTON,13904,,,,,,19410908,M,BLK,,04,27,1,Union,6,19,52,121,20081101,,,,,5884446,19960617,CBOE,Y,N,A,,,,NYf57785f9-6dfd-,2004 General Election(P)
HUGHES,MEGHAN,,,2669,,,CASTILLO STREAM,,APT,,,VESTAL,13795,,,,,,19900510,M,REP,GRE,04,7,5,Chenango,14,19,52,121,20041216,,,,,4506235,20210411,DMV,N,N,I,,,,NYcc5df417-484b-,2025 General Election(P);2025 General Election(A);2023 General Election(P);2021 General Election(P)
JENKINS,LORI,,,1995,,,PETER BROOK,,,,,ENDICOTT,13903,,,,,,19570804,F,REP,,04,30,5,Maine,1,19,52,124,20140508,,,,,7532918,20070223,CBOE,Y,N,A,,,,NY26d11afc-392b-,2025 Primary Election(P);2023 General Election(P);2023 General Election(P);2023 Primary Election(E);2019 General Election(P);2019 General Election(A);2017 Primary Election(A);2017 General Election(E);2015 General Election(P);2015 General Election(A);2013 General Election(P);2013 General Election(P);2011 General Election(A);2011 General Election(P);2009 General Election(P);2009 Primary Election(P);2009 General Election(E);2007 Primary Election(P)
MILLS,VERONICA,,,3419,,,HOLMES ISLAND,,,6,,VESTAL,13904,,,,,,19541101,F,BLK,,04,14,13,Lisle,1,19,52,124,20020710,,,,,9989118,20120711,DMV,N,Y,A,,20201114,,NY61f13a31-0975-,2020 General Election(P)
WILSON,LAURA,J,III,1577,,,HOGAN THROUGHWAY,,,,,BINGHAMTON,13850,,,,,,19230106,F,REP,,04,25,13,Kirkwood,15,19,52,121,20110917,,,,,7499330,20020724,AGCY,Y,Y,A,,20190413,,NYe92730aa-9dd1-,2024 Primary Election(P);2010 General Election(P);2004 Primary Election(A);2002 General Election(P)
HARRIS,RACHEL,,,1533,,,KING STATION,,,,,ENDWELL,13905,,,,,,19120402,F,DEM,,04,24,14,City Binghamton,10,19,52,124,20160819,,,,,7847775,19830119,MAIL,N,Y,A,,,,NYf0c1756c-2d4f-,2000 Presidential Primary Election(A)
RAMOS,OMAR,,,3446,,,ALLEN TRAIL,,,2,,ENDICOTT,13905,,,,,,19650121,M,DEM,,04,9,6,Town Binghamton,5,19,52,124,20101203,,,,,6965982,19830511,CBOE,Y,Y,A,,,,NYdf1565ec-e6d3-,2024 General Election(A);2023 General Election(M);2022 General Election(A);2021 General Election(P);2020 General Election(P);2016 General Election(P);2016 Presidential Primary Election(A);2014 General Election(P);2008 Presidential Primary Election(A);2006 Primary Election(P);2005 General Election(A);2000 General Election(P);2000 Primary Election(A)
COX,DEBRA,,,3151,,,MICHELE DAM,,,,,JOHNSON CITY,13790,,,,,,19390227,M,DEM,,04,5,14,Colesville,14,19,52,123,20000822,,,,,6066942,20070103,AGCY,Y,Y,A,MAIL-CHECK,,,NYb8992461-be48-,2025 General Election(E);2011 Primary Election(P)
MORRIS,JAMES,,,1618,,,ALLISON MEWS,,APT,,,JOHNSON CITY,13850,,,,,,19561012,F,BLK,,04,4,8,Union,1,19,52,123,20170513,,,,,4186044,20161224,DMV,Y,Y,A,MAIL-CHECK,,,NYda14e175-b3af-,2022 Primary Election(E)
GARDNER,DEBORAH,,,2024,,,NICOLE TUNNEL,,,,,ENDWELL,13904,,,,,,19400711,F,BLK,,04,24,3,Conklin,6,19,52,123,20070424,,,,,1874837,20070724,CBOE,Y,N,A,,,,NYf3359570-c0d9-,2025 General Election(P);2025 Primary Election(P);2025 General Election(P);2023 General Election(A);2019 General Election(P);2019 Primary Election(P);2015 General Election(P);2013 General Election(E);2013 General Election(E);2011 Primary Election(P);2011 General Election(P);2009 Primary Election(A);2007 General Election(A)
MARTIN,SUSAN,,,2963,,,COLLINS COURT,,,,,ENDWELL,13901,,,,,,19510605,F,REP,,04,18,12,Vestal,6,19,52,123,20170428,,,,,2817139,20110613,DMV,Y,Y,A,,,,NY73603b12-8698-,2013 Primary Election(P)
BURKE,KELLI,,,2020,,,RYAN GLEN,,,9,,ENDWELL,13901,,,,,,19650611,F,REP,,04,2,6,Conklin,12,19,52,121,20031114,,,,,2267984,19840512,AGCY,Y,N,A,,,,NYb6292f52-ec1c-,2025 General Election(P);2024 Primary Election(P);2020 Primary Election(A);2020 Presidential Primary Election(E);2019 General Election(E);2016 Primary Election(M);2016 Presidential Primary Election(P);2016 General Election(P);2014 Primary Election(P);2013 General Election(M);2010 Primary Election(P);2009 General Election(E);2004 General Election(A);2003 General Election(A);2002 General Election(F)
DEAN,BRADLEY,J,,960,,,WILLIAMS AVENUE,,APT,,,ENDWELL,13905,,,,,,19210106,F,DEM,,04,19,2,Union,14,19,52,124,20130510,,,,,8122679,20010808,AGCY,N,N,A,,,,NY97e62d6a-6a48-,2021 General Election(P);2015 General Election(P);2013 General Election(M);2011 Primary Election(P);2011 General Election(E);2007 Primary Election(A);2001 General Election(P)
MEYER,TIFFANY,,,3242,,,WEAVER STREET,,,,,VESTAL,13795,,,,,,19500626,M,DEM,,04,24,13,City Binghamton,4,19,52,124,20100213,,,,,7370866,20021016,AGCY,N,Y,A,,,,NYb4f99d7c-50c8-,2018 Primary Election(P)
BROWN,KYLE,,,1072,,,KIMBERLY NECK,,APT,,,JOHNSON CITY,13905,,,,,,19451108,M,DEM,,04,26,5,Conklin,2,19,52,121,20180721,,,,,4714888,20081207,CBOE,Y,N,A,,,,NY36a0ff37-0483-,2024 Presidential Primary Election(P);2024 Primary Election(P);2024 General Election(P);2022 General Election(P);2020 General Election(A);2020 Presidential Primary Election(A);2018 General Election(A);2018 Primary Election(P);2016 Primary Election(P);2016 General Election(P);2016 Presidential Primary Election(A);2014 General Election(P);2014 Primary Election(A);2012 Presidential Primary Election(A);2012 General Election(E);2012 Primary Election(P);2010 General Election(P);2008 Presidential Primary Election(P);2008 General Election(A)
JOHNSON,DONNA,R,,3000,,,EVANS PRAIRIE,,,,,ENDICOTT,13904,,,,,,19851208,F,BLK,,04,13,13,Kirkwood,13,19,52,121,20110806,,,,,2129964,20180316,CBOE,Y,Y,A,,20150328,,NY22b13386-1727-,2024 General Election(P);2024 Primary Election(P);2022 General Election(M);2022 Primary Election(A);2020 Primary Election(P);2020 General Election(P);2018 General Election(P);2018 Primary Election(P)
AGUILAR,ERIC,,,3732,,,TERESA INLET,,APT,,,BINGHAMTON,13903,,,,,,19251118,F,REP,LBT,04,25,2,Conklin,8,19,52,123,20221128,,,,,7060044,19981004,CBOE,Y,N,I,,,,NYbbe197e1-f0ef-,2013 General Election(P);2007 General Election(P)
RUSSO,HALEY,,,535,,,JOY PLAINS,,,,,ENDICOTT,13790,,,,,,19610415,F,BLK,,04,4,11,City Binghamton,8,19,52,124,20190620,,,,,1365283,19910518,DMV,Y,Y,A,,,,NYcdde2d2c-ebf5-,2022 Primary Election(P);2020 General Election(E);2020 Presidential Primary Election(P);2019 General Election(P);2018 General Election(P);2018 Primary Election(P);2016 Primary Election(P);2016 General Election(P);2015 General Election(E);2012 Presidential Primary Election(P);2010 General Election(P);2009 General Election(A);2008 General Election(O);2006 Primary Election(E);2002 General Election(P);2001 General Election(P);2000 Primary Election(P)
